attack,defense,hp,icon_url,name,sp_atk,sp_def,speed,total,type
600,50,,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png,Deoxys,180,20,180,600,Psychic
600,50,,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png,Deoxys,70,160,70,600,Psychic
600,50,,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png,Deoxys,95,90,95,600,Psychic
318,55,,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,Turtwig,68,64,45,318,Grass
405,75,,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,Grotle,89,85,55,405,Grass
525,95,,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,Torterra,109,105,75,525,"Grass,Ground"
309,44,,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,Chimchar,58,44,58,309,Fire
405,64,,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,Monferno,78,52,78,405,"Fire,Fighting"
534,76,,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,Infernape,104,71,104,534,"Fire,Fighting"
314,53,,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,Piplup,51,53,61,314,Water
405,64,,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,Prinplup,66,68,81,405,Water
530,84,,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,Empoleon,86,88,111,530,"Water,Steel"
245,40,,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,Starly,55,30,30,245,"Normal,Flying"
340,55,,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,Staravia,75,50,40,340,"Normal,Flying"
485,85,,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,Staraptor,120,70,50,485,"Normal,Flying"
250,59,,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,Bidoof,45,40,35,250,Normal
410,79,,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,Bibarel,85,60,55,410,"Normal,Water"
194,37,,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,Kricketot,25,41,25,194,Bug
384,77,,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,Kricketune,85,51,55,384,Bug
263,45,,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,Shinx,65,34,40,263,Electric
363,60,,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,Luxio,85,49,60,363,Electric
523,80,,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,Luxray,120,79,95,523,Electric
280,40,,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,Budew,30,35,50,280,"Grass,Poison"
515,60,,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,Roserade,70,65,125,515,"Grass,Poison"
350,67,,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,Cranidos,125,40,30,350,Rock
495,97,,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,Rampardos,165,60,65,495,Rock
350,30,,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,Shieldon,42,118,42,350,"Rock,Steel"
495,60,,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,Bastiodon,52,168,47,495,"Rock,Steel"
224,40,,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png,Burmy,29,45,29,224,Bug
224,40,,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-sandy.png,Burmy,29,45,29,224,Bug
224,40,,https://img.pokemondb.net/sprites/sword-shield/icon/burmy-trash.png,Burmy,29,45,29,224,Bug
424,60,,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,Wormadam,59,85,79,424,"Bug,Grass"
424,60,,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,Wormadam,79,105,59,424,"Bug,Ground"
424,60,,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,Wormadam,69,95,69,424,"Bug,Steel"
424,70,,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,Mothim,94,50,94,424,"Bug,Flying"
244,30,,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,Combee,30,42,30,244,"Bug,Flying"
474,70,,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,Vespiquen,80,102,80,474,"Bug,Flying"
405,60,,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,Pachirisu,45,70,45,405,Electric
330,55,,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,Buizel,65,35,60,330,Water
495,85,,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,Floatzel,105,55,85,495,Water
275,45,,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,Cherubi,35,45,62,275,Grass
450,70,,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,Cherrim,60,70,87,450,Grass
325,76,,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,Shellos,48,48,57,325,Water
475,111,,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,Gastrodon,83,68,92,475,"Water,Ground"
482,75,,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,Ambipom,100,66,60,482,Normal
348,90,,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,Drifloon,50,34,60,348,"Ghost,Flying"
498,150,,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,Drifblim,80,44,90,498,"Ghost,Flying"
350,55,,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,Buneary,66,44,44,350,Normal
480,65,,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,Lopunny,76,84,54,480,Normal
580,65,,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,Lopunny,136,94,54,580,"Normal,Fighting"
495,60,,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,Mismagius,60,60,105,495,Ghost
505,100,,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,Honchkrow,125,52,105,505,"Dark,Flying"
310,49,,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,Glameow,55,42,42,310,Normal
452,71,,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,Purugly,82,64,64,452,Normal
285,45,,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,Chingling,30,50,65,285,Psychic
329,63,,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,Stunky,63,47,41,329,"Poison,Dark"
479,103,,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,Skuntank,93,67,71,479,"Poison,Dark"
300,57,,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,Bronzor,24,86,24,300,"Steel,Psychic"
500,67,,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,Bronzong,89,116,79,500,"Steel,Psychic"
290,50,,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,Bonsly,80,95,10,290,Rock
310,20,,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,Mime Jr.,25,45,70,310,"Psychic,Fairy"
220,100,,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,Happiny,5,5,15,220,Normal
411,76,,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,Chatot,65,45,92,411,"Normal,Flying"
485,50,,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,Spiritomb,92,108,92,485,"Ghost,Dark"
300,58,,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,Gible,70,45,40,300,"Dragon,Ground"
410,68,,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,Gabite,90,65,50,410,"Dragon,Ground"
600,108,,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,Garchomp,130,95,80,600,"Dragon,Ground"
700,108,,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,Garchomp,170,115,120,700,"Dragon,Ground"
390,135,,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,Munchlax,85,40,40,390,Normal
285,40,,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,Riolu,70,40,35,285,Fighting
525,70,,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,Lucario,110,70,115,525,"Fighting,Steel"
625,70,,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,Lucario,145,88,140,625,"Fighting,Steel"
330,68,,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,Hippopotas,72,78,38,330,Ground
525,108,,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,Hippowdon,112,118,68,525,Ground
330,40,,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,Skorupi,50,90,30,330,"Poison,Bug"
500,70,,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,Drapion,90,110,60,500,"Poison,Dark"
300,48,,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,Croagunk,61,40,61,300,"Poison,Fighting"
490,83,,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,Toxicroak,106,65,86,490,"Poison,Fighting"
454,74,,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,Carnivine,100,72,90,454,Grass
330,49,,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,Finneon,49,56,49,330,Water
460,69,,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,Lumineon,69,76,69,460,Water
345,45,,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,Mantyke,20,50,60,345,"Water,Flying"
334,60,,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,Snover,62,50,62,334,"Grass,Ice"
494,90,,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,Abomasnow,92,75,92,494,"Grass,Ice"
594,90,,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,Abomasnow,132,105,132,594,"Grass,Ice"
510,70,,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,Weavile,120,65,45,510,"Dark,Ice"
535,70,,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,Magnezone,70,115,130,535,"Electric,Steel"
515,110,,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,Lickilicky,85,95,80,515,Normal
535,115,,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,Rhyperior,140,130,55,535,"Ground,Rock"
535,100,,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,Tangrowth,100,125,110,535,Grass
540,75,,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,Electivire,123,67,95,540,Electric
540,75,,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,Magmortar,95,67,125,540,Fire
545,85,,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,Togekiss,50,95,120,545,"Fairy,Flying"
515,86,,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,Yanmega,76,86,116,515,"Bug,Flying"
525,65,,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,Leafeon,110,130,60,525,Grass
525,65,,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,Glaceon,60,110,130,525,Ice
510,75,,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,Gliscor,95,125,45,510,"Ground,Flying"
530,110,,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,Mamoswine,130,80,70,530,"Ice,Ground"
535,85,,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,Porygon-Z,80,70,135,535,Normal
518,68,,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,Gallade,125,65,65,518,"Psychic,Fighting"
618,68,,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,Gallade,165,95,65,618,"Psychic,Fighting"
525,60,,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,Probopass,55,145,75,525,"Rock,Steel"
525,45,,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,Dusknoir,100,135,65,525,Ghost
480,70,,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,Froslass,80,70,80,480,"Ice,Ghost"
440,50,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,Rotom,50,77,95,440,"Electric,Ghost"
520,50,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,Rotom,65,107,105,520,"Electric,Fire"
520,50,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,Rotom,65,107,105,520,"Electric,Water"
520,50,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,Rotom,65,107,105,520,"Electric,Ice"
520,50,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,Rotom,65,107,105,520,"Electric,Flying"
520,50,,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,Rotom,65,107,105,520,"Electric,Grass"
580,75,,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,Uxie,75,130,75,580,Psychic
580,80,,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,Mesprit,105,105,105,580,Psychic
580,75,,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,Azelf,125,70,125,580,Psychic
680,100,,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Dialga,120,120,150,680,"Steel,Dragon"
680,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin.png,Dialga,100,120,150,680,"Steel,Dragon"
680,90,,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Palkia,120,100,150,680,"Water,Dragon"
680,90,,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin.png,Palkia,100,100,150,680,"Water,Dragon"
600,91,,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,Heatran,90,106,130,600,"Fire,Steel"
670,110,,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,Regigigas,160,110,80,670,Normal
680,150,,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,Giratina,100,120,100,680,"Ghost,Dragon"
680,150,,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,Giratina,120,100,120,680,"Ghost,Dragon"
580,120,,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,Cresselia,70,110,75,580,Psychic
480,80,,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,Phione,80,80,80,480,Water
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,Manaphy,100,100,100,600,Water
600,70,,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,Darkrai,90,90,135,600,Dark
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,Shaymin,100,100,100,600,Grass
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,Shaymin,103,75,120,600,"Grass,Flying"
720,120,,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,Arceus,120,120,120,720,Normal
600,100,,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,Victini,100,100,100,600,"Psychic,Fire"
308,45,,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,Snivy,45,55,45,308,Grass
413,60,,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,Servine,60,75,60,413,Grass
528,75,,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,Serperior,75,95,75,528,Grass
308,65,,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,Tepig,63,45,45,308,Fire
418,90,,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,Pignite,93,55,70,418,"Fire,Fighting"
528,110,,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,Emboar,123,65,100,528,"Fire,Fighting"
308,55,,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,Oshawott,55,45,63,308,Water
413,75,,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,Dewott,75,60,83,413,Water
528,95,,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,Samurott,100,85,108,528,Water
528,90,,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png,Samurott,108,80,100,528,"Water,Dark"
255,45,,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,Patrat,55,39,35,255,Normal
420,60,,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,Watchog,85,69,60,420,Normal
275,45,,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,Lillipup,60,45,25,275,Normal
370,65,,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,Herdier,80,65,35,370,Normal
500,85,,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,Stoutland,110,90,45,500,Normal
281,41,,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,Purrloin,50,37,50,281,Dark
446,64,,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,Liepard,88,50,88,446,Dark
316,50,,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,Pansage,53,48,53,316,Grass
498,75,,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,Simisage,98,63,98,498,Grass
316,50,,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,Pansear,53,48,53,316,Fire
498,75,,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,Simisear,98,63,98,498,Fire
316,50,,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,Panpour,53,48,53,316,Water
498,75,,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,Simipour,98,63,98,498,Water
292,76,,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,Munna,25,45,67,292,Psychic
487,116,,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,Musharna,55,85,107,487,Psychic
264,50,,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,Pidove,55,50,36,264,"Normal,Flying"
358,62,,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,Tranquill,77,62,50,358,"Normal,Flying"
488,80,,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,Unfezant,115,80,65,488,"Normal,Flying"
295,45,,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,Blitzle,60,32,50,295,Electric
497,75,,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,Zebstrika,100,63,80,497,Electric
280,55,,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,Roggenrola,75,85,25,280,Rock
390,70,,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,Boldore,105,105,50,390,Rock
515,85,,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,Gigalith,135,130,60,515,Rock
323,65,,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,Woobat,45,43,55,323,"Psychic,Flying"
425,67,,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,Swoobat,57,55,77,425,"Psychic,Flying"
328,60,,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,Drilbur,85,40,30,328,Ground
508,110,,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,Excadrill,135,60,50,508,"Ground,Steel"
445,103,,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,Audino,60,86,60,445,Normal
545,103,,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Audino,60,126,80,545,"Normal,Fairy"
305,75,,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,Timburr,80,55,25,305,Fighting
405,85,,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,Gurdurr,105,85,40,405,Fighting
505,105,,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,Conkeldurr,140,95,55,505,Fighting
294,50,,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,Tympole,50,40,50,294,Water
384,75,,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,Palpitoad,65,55,65,384,"Water,Ground"
509,105,,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,Seismitoad,95,75,85,509,"Water,Ground"
465,120,,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,Throh,100,85,30,465,Fighting
465,75,,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,Sawk,125,75,30,465,Fighting
310,45,,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,Sewaddle,53,70,40,310,"Bug,Grass"
380,55,,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,Swadloon,63,90,50,380,"Bug,Grass"
500,75,,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,Leavanny,103,80,70,500,"Bug,Grass"
260,30,,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,Venipede,45,59,30,260,"Bug,Poison"
360,40,,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,Whirlipede,55,99,40,360,"Bug,Poison"
485,60,,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Scolipede,100,89,55,485,"Bug,Poison"
280,40,,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,Cottonee,27,60,37,280,"Grass,Fairy"
480,60,,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Whimsicott,67,85,77,480,"Grass,Fairy"
280,45,,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,Petilil,35,50,70,280,Grass
480,70,,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Lilligant,60,75,110,480,Grass
480,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png,Lilligant,105,75,50,480,"Grass,Fighting"
460,70,,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,Basculin,92,65,80,460,Water
460,70,,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,Basculin,92,65,80,460,Water
460,70,,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped.png,Basculin,92,65,80,460,Water
292,50,,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,Sandile,72,35,35,292,"Ground,Dark"
351,60,,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,Krokorok,82,45,45,351,"Ground,Dark"
519,95,,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,Krookodile,117,80,65,519,"Ground,Dark"
315,70,,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,Darumaka,90,45,15,315,Fire
315,70,,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Darumaka,90,45,15,315,Ice
480,105,,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,Darmanitan,140,55,30,480,Fire
540,105,,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,Darmanitan,30,105,140,540,"Fire,Psychic"
480,105,,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,Darmanitan,140,55,30,480,Ice
540,105,,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,Darmanitan,160,55,30,540,"Ice,Fire"
461,75,,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Maractus,86,67,106,461,Grass
325,50,,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,Dwebble,65,85,35,325,"Bug,Rock"
485,70,,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Crustle,105,125,65,485,"Bug,Rock"
348,50,,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,Scraggy,75,70,35,348,"Dark,Fighting"
488,65,,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,Scrafty,90,115,45,488,"Dark,Fighting"
490,72,,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Sigilyph,58,80,103,490,"Psychic,Flying"
303,38,,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,Yamask,30,85,55,303,Ghost
303,38,,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Yamask,55,85,30,303,"Ground,Ghost"
483,58,,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,Cofagrigus,50,145,95,483,Ghost
355,54,,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,Tirtouga,78,103,53,355,"Water,Rock"
495,74,,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,Carracosta,108,133,83,495,"Water,Rock"
401,55,,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,Archen,112,45,74,401,"Rock,Flying"
567,75,,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,Archeops,140,65,112,567,"Rock,Flying"
329,50,,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,Trubbish,50,62,40,329,Poison
474,80,,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,Garbodor,95,82,60,474,Poison
330,40,,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,Zorua,65,40,80,330,Dark
330,35,,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png,Zorua,60,40,85,330,"Normal,Ghost"
510,60,,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Zoroark,105,60,120,510,Dark
510,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png,Zoroark,100,60,125,510,"Normal,Ghost"
300,55,,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,Minccino,50,40,40,300,Normal
470,75,,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,Cinccino,95,60,65,470,Normal
290,45,,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,Gothita,30,50,55,290,Psychic
390,60,,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,Gothorita,45,70,75,390,Psychic
490,70,,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,Gothitelle,55,95,95,490,Psychic
290,45,,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,Solosis,30,40,105,290,Psychic
370,65,,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,Duosion,40,50,125,370,Psychic
490,110,,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,Reuniclus,65,75,125,490,Psychic
305,62,,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,Ducklett,44,50,44,305,"Water,Flying"
473,75,,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,Swanna,87,63,87,473,"Water,Flying"
305,36,,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,Vanillite,50,50,65,305,Ice
395,51,,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,Vanillish,65,65,80,395,Ice
535,71,,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,Vanilluxe,95,85,110,535,Ice
335,60,,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,Deerling,60,50,40,335,"Normal,Grass"
475,80,,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,Sawsbuck,100,70,60,475,"Normal,Grass"
428,55,,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,Emolga,75,60,75,428,"Electric,Flying"
315,50,,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,Karrablast,75,45,40,315,Bug
495,70,,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,Escavalier,135,105,60,495,"Bug,Steel"
294,69,,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,Foongus,55,45,55,294,"Grass,Poison"
464,114,,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,Amoonguss,85,70,85,464,"Grass,Poison"
335,55,,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,Frillish,40,50,65,335,"Water,Ghost"
480,100,,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,Jellicent,60,70,85,480,"Water,Ghost"
